Naturais,Ciclo Perfeito,A / B,Excluídos-por-si,
687,8640000,"0,00007951388888888890",794,
688,8640000,"0,00007962962962962960",,
689,8640000,"0,00007974537037037040",,
690,8640000,"0,00007986111111111110",,
691,8640000,"0,00007997685185185190",,
692,8640000,"0,00008009259259259260",,
693,8640000,"0,00008020833333333330",801,
694,8640000,"0,00008032407407407410",,
695,8640000,"0,00008043981481481480",,
696,8640000,"0,00008055555555555560",,
697,8640000,"0,00008067129629629630",,
698,8640000,"0,00008078703703703700",,
699,8640000,"0,00008090277777777780",808,
700,8640000,"0,00008101851851851850",,
701,8640000,"0,00008113425925925930",,
702,8640000,"0,00008125000000000000",,
703,8640000,"0,00008136574074074070",,
704,8640000,"0,00008148148148148150",,
705,8640000,"0,00008159722222222220",,
706,8640000,"0,00008171296296296300",816,
707,8640000,"0,00008182870370370370",,
708,8640000,"0,00008194444444444450",,
709,8640000,"0,00008206018518518520",,
710,8640000,"0,00008217592592592590",,
711,8640000,"0,00008229166666666670",,
712,8640000,"0,00008240740740740740",823,
713,8640000,"0,00008252314814814820",,
714,8640000,"0,00008263888888888890",,
715,8640000,"0,00008275462962962960",,
716,8640000,"0,00008287037037037040",,
717,8640000,"0,00008298611111111110",,
718,8640000,"0,00008310185185185190",830,
719,8640000,"0,00008321759259259260",,
720,8640000,"0,00008333333333333330",,
721,8640000,"0,00008344907407407410",,
722,8640000,"0,00008356481481481480",,
